DP;DPNOM;AÑO;ÁREA GEOGRÁFICA;Población
91;Amazonas;2034;Cabecera;51.125
91;Amazonas;2034;Centros Poblados y Rural Disperso;44.736
91;Amazonas;2034;Total;95.861
91;Amazonas;2035;Cabecera;51.688
91;Amazonas;2035;Centros Poblados y Rural Disperso;44.975
91;Amazonas;2035;Total;96.663
91;Amazonas;2036;Total;97.436
91;Amazonas;2037;Total;98.178
91;Amazonas;2038;Total;98.889
91;Amazonas;2039;Total;99.569
91;Amazonas;2040;Total;100.219
91;Amazonas;2041;Total;100.837
91;Amazonas;2042;Total;101.424
91;Amazonas;2043;Total;101.981
91;Amazonas;2044;Total;102.509
91;Amazonas;2045;Total;103.008
91;Amazonas;2046;Total;103.474
91;Amazonas;2047;Total;103.909
91;Amazonas;2048;Total;104.315
91;Amazonas;2049;Total;104.691
91;Amazonas;2050;Total;105.037
94;Guainía;2020;Cabecera;23.575
94;Guainía;2020;Centros Poblados y Rural Disperso;28.431
94;Guainía;2020;Total;52.006
94;Guainía;2021;Cabecera;24.456
94;Guainía;2021;Centros Poblados y Rural Disperso;29.127
94;Guainía;2021;Total;53.583
94;Guainía;2022;Cabecera;25.306
94;Guainía;2022;Centros Poblados y Rural Disperso;29.785
94;Guainía;2022;Total;55.091
94;Guainía;2023;Cabecera;26.161
94;Guainía;2023;Centros Poblados y Rural Disperso;30.390
94;Guainía;2023;Total;56.551
94;Guainía;2024;Cabecera;26.944
94;Guainía;2024;Centros Poblados y Rural Disperso;30.990
94;Guainía;2024;Total;57.934
94;Guainía;2025;Cabecera;27.691
94;Guainía;2025;Centros Poblados y Rural Disperso;31.549
94;Guainía;2025;Total;59.240
94;Guainía;2026;Cabecera;28.380
94;Guainía;2026;Centros Poblados y Rural Disperso;32.113
94;Guainía;2026;Total;60.493
94;Guainía;2027;Cabecera;29.079
94;Guainía;2027;Centros Poblados y Rural Disperso;32.646
94;Guainía;2027;Total;61.725
94;Guainía;2028;Cabecera;29.736
94;Guainía;2028;Centros Poblados y Rural Disperso;33.206
94;Guainía;2028;Total;62.942
94;Guainía;2029;Cabecera;30.328
94;Guainía;2029;Centros Poblados y Rural Disperso;33.819
94;Guainía;2029;Total;64.147
94;Guainía;2030;Cabecera;30.896
94;Guainía;2030;Centros Poblados y Rural Disperso;34.459
94;Guainía;2030;Total;65.355
94;Guainía;2031;Cabecera;31.486
94;Guainía;2031;Centros Poblados y Rural Disperso;35.082
94;Guainía;2031;Total;66.568
94;Guainía;2032;Cabecera;32.050
94;Guainía;2032;Centros Poblados y Rural Disperso;35.725
94;Guainía;2032;Total;67.775
94;Guainía;2033;Cabecera;32.627
94;Guainía;2033;Centros Poblados y Rural Disperso;36.346
94;Guainía;2033;Total;68.973
94;Guainía;2034;Cabecera;33.179
94;Guainía;2034;Centros Poblados y Rural Disperso;36.982
94;Guainía;2034;Total;70.161
94;Guainía;2035;Cabecera;33.761
94;Guainía;2035;Centros Poblados y Rural Disperso;37.578
94;Guainía;2035;Total;71.339
94;Guainía;2036;Total;72.505
94;Guainía;2037;Total;73.655
94;Guainía;2038;Total;74.789
94;Guainía;2039;Total;75.909
94;Guainía;2040;Total;77.012
94;Guainía;2041;Total;78.094
94;Guainía;2042;Total;79.158
94;Guainía;2043;Total;80.207
94;Guainía;2044;Total;81.239
94;Guainía;2045;Total;82.254
94;Guainía;2046;Total;83.251
94;Guainía;2047;Total;84.238
94;Guainía;2048;Total;85.214
94;Guainía;2049;Total;86.173
94;Guainía;2050;Total;87.114
95;Guaviare;2020;Cabecera;49.591
95;Guaviare;2020;Centros Poblados y Rural Disperso;39.459
95;Guaviare;2020;Total;89.050
95;Guaviare;2021;Cabecera;51.222
95;Guaviare;2021;Centros Poblados y Rural Disperso;40.495
95;Guaviare;2021;Total;91.717
95;Guaviare;2022;Cabecera;52.990
95;Guaviare;2022;Centros Poblados y Rural Disperso;41.635
95;Guaviare;2022;Total;94.625
95;Guaviare;2023;Cabecera;54.734
95;Guaviare;2023;Centros Poblados y Rural Disperso;42.882
95;Guaviare;2023;Total;97.616
95;Guaviare;2024;Cabecera;56.402
95;Guaviare;2024;Centros Poblados y Rural Disperso;44.095
95;Guaviare;2024;Total;100.497
95;Guaviare;2025;Cabecera;57.976
95;Guaviare;2025;Centros Poblados y Rural Disperso;45.261
95;Guaviare;2025;Total;103.237
95;Guaviare;2026;Cabecera;59.449
95;Guaviare;2026;Centros Poblados y Rural Disperso;46.406
95;Guaviare;2026;Total;105.855
95;Guaviare;2027;Cabecera;60.815
95;Guaviare;2027;Centros Poblados y Rural Disperso;47.592
95;Guaviare;2027;Total;108.407
95;Guaviare;2028;Cabecera;62.141
95;Guaviare;2028;Centros Poblados y Rural Disperso;48.758
95;Guaviare;2028;Total;110.899
95;Guaviare;2029;Cabecera;63.393
95;Guaviare;2029;Centros Poblados y Rural Disperso;49.942
95;Guaviare;2029;Total;113.335
95;Guaviare;2030;Cabecera;64.574
95;Guaviare;2030;Centros Poblados y Rural Disperso;51.161
95;Guaviare;2030;Total;115.735
95;Guaviare;2031;Cabecera;65.696
95;Guaviare;2031;Centros Poblados y Rural Disperso;52.404
95;Guaviare;2031;Total;118.100
95;Guaviare;2032;Cabecera;66.803
95;Guaviare;2032;Centros Poblados y Rural Disperso;53.623
95;Guaviare;2032;Total;120.426
95;Guaviare;2033;Cabecera;67.879
95;Guaviare;2033;Centros Poblados y Rural Disperso;54.825
95;Guaviare;2033;Total;122.704
95;Guaviare;2034;Cabecera;68.912
95;Guaviare;2034;Centros Poblados y Rural Disperso;56.030
95;Guaviare;2034;Total;124.942
95;Guaviare;2035;Cabecera;69.898
95;Guaviare;2035;Centros Poblados y Rural Disperso;57.243
95;Guaviare;2035;Total;127.141
95;Guaviare;2036;Total;129.291
95;Guaviare;2037;Total;131.399
95;Guaviare;2038;Total;133.469
95;Guaviare;2039;Total;135.492
95;Guaviare;2040;Total;137.466
95;Guaviare;2041;Total;139.398
95;Guaviare;2042;Total;141.296
95;Guaviare;2043;Total;143.151
95;Guaviare;2044;Total;144.957
95;Guaviare;2045;Total;146.724
95;Guaviare;2046;Total;148.458
95;Guaviare;2047;Total;150.157
95;Guaviare;2048;Total;151.813
95;Guaviare;2049;Total;153.431
95;Guaviare;2050;Total;155.021
97;Vaupés;2020;Cabecera;12.482
97;Vaupés;2020;Centros Poblados y Rural Disperso;30.706
97;Vaupés;2020;Total;43.188
97;Vaupés;2021;Cabecera;12.708
97;Vaupés;2021;Centros Poblados y Rural Disperso;31.670
97;Vaupés;2021;Total;44.378
97;Vaupés;2022;Cabecera;12.918
97;Vaupés;2022;Centros Poblados y Rural Disperso;32.661
97;Vaupés;2022;Total;45.579
97;Vaupés;2023;Cabecera;13.139
97;Vaupés;2023;Centros Poblados y Rural Disperso;33.638
97;Vaupés;2023;Total;46.777
97;Vaupés;2024;Cabecera;13.336
97;Vaupés;2024;Centros Poblados y Rural Disperso;34.625
97;Vaupés;2024;Total;47.961
97;Vaupés;2025;Cabecera;13.514
97;Vaupés;2025;Centros Poblados y Rural Disperso;35.628
97;Vaupés;2025;Total;49.142
97;Vaupés;2026;Cabecera;13.679
97;Vaupés;2026;Centros Poblados y Rural Disperso;36.643
97;Vaupés;2026;Total;50.322
97;Vaupés;2027;Cabecera;13.836
97;Vaupés;2027;Centros Poblados y Rural Disperso;37.670
97;Vaupés;2027;Total;51.506
97;Vaupés;2028;Cabecera;13.995
97;Vaupés;2028;Centros Poblados y Rural Disperso;38.699
97;Vaupés;2028;Total;52.694
97;Vaupés;2029;Cabecera;14.132
97;Vaupés;2029;Centros Poblados y Rural Disperso;39.754
97;Vaupés;2029;Total;53.886
97;Vaupés;2030;Cabecera;14.261
97;Vaupés;2030;Centros Poblados y Rural Disperso;40.822
97;Vaupés;2030;Total;55.083
97;Vaupés;2031;Cabecera;14.363
97;Vaupés;2031;Centros Poblados y Rural Disperso;41.919
97;Vaupés;2031;Total;56.282
97;Vaupés;2032;Cabecera;14.458
97;Vaupés;2032;Centros Poblados y Rural Disperso;43.027
97;Vaupés;2032;Total;57.485
97;Vaupés;2033;Cabecera;14.534
97;Vaupés;2033;Centros Poblados y Rural Disperso;44.153
97;Vaupés;2033;Total;58.687
97;Vaupés;2034;Cabecera;14.598
97;Vaupés;2034;Centros Poblados y Rural Disperso;45.285
97;Vaupés;2034;Total;59.883
97;Vaupés;2035;Cabecera;14.637
97;Vaupés;2035;Centros Poblados y Rural Disperso;46.437
97;Vaupés;2035;Total;61.074
97;Vaupés;2036;Total;62.254
97;Vaupés;2037;Total;63.423
97;Vaupés;2038;Total;64.576
97;Vaupés;2039;Total;65.704
97;Vaupés;2040;Total;66.812
97;Vaupés;2041;Total;67.905
97;Vaupés;2042;Total;68.985
97;Vaupés;2043;Total;70.055
97;Vaupés;2044;Total;71.115
97;Vaupés;2045;Total;72.160
97;Vaupés;2046;Total;73.192
97;Vaupés;2047;Total;74.220
97;Vaupés;2048;Total;75.243
97;Vaupés;2049;Total;76.256
97;Vaupés;2050;Total;77.256
99;Vichada;2020;Cabecera;29.106
99;Vichada;2020;Centros Poblados y Rural Disperso;86.090
99;Vichada;2020;Total;115.196
99;Vichada;2021;Cabecera;29.298
99;Vichada;2021;Centros Poblados y Rural Disperso;88.972
99;Vichada;2021;Total;118.270
99;Vichada;2022;Cabecera;29.700
99;Vichada;2022;Centros Poblados y Rural Disperso;91.242
99;Vichada;2022;Total;120.942
99;Vichada;2023;Cabecera;29.940
99;Vichada;2023;Centros Poblados y Rural Disperso;93.364
99;Vichada;2023;Total;123.304
99;Vichada;2024;Cabecera;30.319
99;Vichada;2024;Centros Poblados y Rural Disperso;95.158
99;Vichada;2024;Total;125.477
99;Vichada;2025;Cabecera;30.662
99;Vichada;2025;Centros Poblados y Rural Disperso;96.805
99;Vichada;2025;Total;127.467
99;Vichada;2026;Cabecera;30.969
99;Vichada;2026;Centros Poblados y Rural Disperso;98.335
99;Vichada;2026;Total;129.304
99;Vichada;2027;Cabecera;31.168
99;Vichada;2027;Centros Poblados y Rural Disperso;99.901
99;Vichada;2027;Total;131.069
99;Vichada;2028;Cabecera;31.431
99;Vichada;2028;Centros Poblados y Rural Disperso;101.339
99;Vichada;2028;Total;132.770
99;Vichada;2029;Cabecera;31.677
99;Vichada;2029;Centros Poblados y Rural Disperso;102.744
99;Vichada;2029;Total;134.421
99;Vichada;2030;Cabecera;31.891
99;Vichada;2030;Centros Poblados y Rural Disperso;104.145
99;Vichada;2030;Total;136.036
99;Vichada;2031;Cabecera;32.029
99;Vichada;2031;Centros Poblados y Rural Disperso;105.597
99;Vichada;2031;Total;137.626
99;Vichada;2032;Cabecera;32.238
99;Vichada;2032;Centros Poblados y Rural Disperso;106.944
99;Vichada;2032;Total;139.182
99;Vichada;2033;Cabecera;32.420
99;Vichada;2033;Centros Poblados y Rural Disperso;108.264
99;Vichada;2033;Total;140.684
99;Vichada;2034;Cabecera;32.579
99;Vichada;2034;Centros Poblados y Rural Disperso;109.556
99;Vichada;2034;Total;142.135
99;Vichada;2035;Cabecera;32.659
99;Vichada;2035;Centros Poblados y Rural Disperso;110.879
99;Vichada;2035;Total;143.538
99;Vichada;2036;Total;144.886
99;Vichada;2037;Total;146.170
99;Vichada;2038;Total;147.394
99;Vichada;2039;Total;148.564
99;Vichada;2040;Total;149.678
99;Vichada;2041;Total;150.730
99;Vichada;2042;Total;151.722
99;Vichada;2043;Total;152.663
99;Vichada;2044;Total;153.547
99;Vichada;2045;Total;154.376
99;Vichada;2046;Total;155.150
99;Vichada;2047;Total;155.867
99;Vichada;2048;Total;156.528
99;Vichada;2049;Total;157.136
99;Vichada;2050;Total;157.691
;;;;
Fuente: DANE. Dirección de Censos y Demografía;;;;
Actualización: Marzo de 2023;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
